name_admin_unit,part_of_district,admin_unit,region,all_structures,high_rise_res,high_rise_econ,high_rise_res_econ,normal_res,normal_econ,normal_res_econ,other_jughi,other_under_constr
VEHARI,VEHARI,DISTRICT,OVERALL,617587,171,14,64,485376,94944,24032,2383,10603
VEHARI,VEHARI,DISTRICT,RURAL,472730,108,5,48,372212,74674,17138,1390,7155
VEHARI,VEHARI,DISTRICT,URBAN,144857,63,9,16,113164,20270,6894,993,3448
BUREWALA,VEHARI,TEHSIL,OVERALL,219183,105,7,51,173642,31036,9283,1207,3852
BUREWALA,VEHARI,TEHSIL,RURAL,153793,101,1,40,121104,23329,6391,636,2191
BUREWALA,VEHARI,TEHSIL,URBAN,65390,4,6,11,52538,7707,2892,571,1661
MAILSI,VEHARI,TEHSIL,OVERALL,203666,7,5,12,158031,34096,7477,641,3397
MAILSI,VEHARI,TEHSIL,RURAL,163220,6,4,8,127660,26874,5672,434,2562
MAILSI,VEHARI,TEHSIL,URBAN,40446,1,1,4,30371,7222,1805,207,835
VEHARI,VEHARI,TEHSIL,OVERALL,194738,59,2,1,153703,29812,7272,535,3354
VEHARI,VEHARI,TEHSIL,RURAL,155717,1,,,123448,24471,5075,320,2402
VEHARI,VEHARI,TEHSIL,URBAN,39021,58,2,1,30255,5341,2197,215,952
