name_admin_unit,part_of_district,admin_unit,region,type_of_housing_units,all_sexes,male,female,tgend,housing_units_total,housing_units_pct
KHANGARH,GHOTKI,TALUKA,RURAL,INSTITUTIONAL,9,9,,,4,.02
KHANGARH,GHOTKI,TALUKA,RURAL,HOMELESS,149,79,70,,5,.02
KHANGARH,GHOTKI,TALUKA,RURAL,TOTAL,129670,67418,62251,1,25844,100
KHANGARH,GHOTKI,TALUKA,URBAN,REGULAR,32647,16754,15892,1,6423,100
KHANGARH,GHOTKI,TALUKA,URBAN,INSTITUTIONAL,,,,,,0
KHANGARH,GHOTKI,TALUKA,URBAN,HOMELESS,,,,,,0
KHANGARH,GHOTKI,TALUKA,URBAN,TOTAL,32647,16754,15892,1,6423,100
MIRPUR MATHELO,GHOTKI,TALUKA,OVERALL,REGULAR,349859,181260,168590,9,67870,99.97
MIRPUR MATHELO,GHOTKI,TALUKA,OVERALL,INSTITUTIONAL,9,9,,,3,0
MIRPUR MATHELO,GHOTKI,TALUKA,OVERALL,HOMELESS,771,428,343,,18,.03
MIRPUR MATHELO,GHOTKI,TALUKA,OVERALL,TOTAL,350639,181697,168933,9,67891,100
MIRPUR MATHELO,GHOTKI,TALUKA,RURAL,REGULAR,275273,142422,132846,5,53675,99.97
MIRPUR MATHELO,GHOTKI,TALUKA,RURAL,INSTITUTIONAL,8,8,,,2,0
MIRPUR MATHELO,GHOTKI,TALUKA,RURAL,HOMELESS,715,392,323,,16,.03
MIRPUR MATHELO,GHOTKI,TALUKA,RURAL,TOTAL,275996,142822,133169,5,53693,100
MIRPUR MATHELO,GHOTKI,TALUKA,URBAN,REGULAR,74586,38838,35744,4,14195,99.98
MIRPUR MATHELO,GHOTKI,TALUKA,URBAN,INSTITUTIONAL,1,1,,,1,.01
MIRPUR MATHELO,GHOTKI,TALUKA,URBAN,HOMELESS,56,36,20,,2,.01
MIRPUR MATHELO,GHOTKI,TALUKA,URBAN,TOTAL,74643,38875,35764,4,14198,100
UBAURO,GHOTKI,TALUKA,OVERALL,REGULAR,370991,193026,177950,15,68115,99.97
UBAURO,GHOTKI,TALUKA,OVERALL,INSTITUTIONAL,52,45,7,,8,.01
UBAURO,GHOTKI,TALUKA,OVERALL,HOMELESS,678,370,308,,12,.02
UBAURO,GHOTKI,TALUKA,OVERALL,TOTAL,371721,193441,178265,15,68135,100
UBAURO,GHOTKI,TALUKA,RURAL,REGULAR,320384,166809,153566,9,59266,99.97
UBAURO,GHOTKI,TALUKA,RURAL,INSTITUTIONAL,51,44,7,,7,.01
UBAURO,GHOTKI,TALUKA,RURAL,HOMELESS,305,170,135,,8,.01
UBAURO,GHOTKI,TALUKA,RURAL,TOTAL,320740,167023,153708,9,59281,100
UBAURO,GHOTKI,TALUKA,URBAN,REGULAR,50607,26217,24384,6,8849,99.94
UBAURO,GHOTKI,TALUKA,URBAN,INSTITUTIONAL,1,1,,,1,.01
UBAURO,GHOTKI,TALUKA,URBAN,HOMELESS,373,200,173,,4,.05
UBAURO,GHOTKI,TALUKA,URBAN,TOTAL,50981,26418,24557,6,8854,100
HYDERABAD,HYDERABAD,DISTRICT,OVERALL,REGULAR,2427731,1285520,1142047,164,448194,99.94
HYDERABAD,HYDERABAD,DISTRICT,OVERALL,INSTITUTIONAL,1768,1612,156,,77,.02
HYDERABAD,HYDERABAD,DISTRICT,OVERALL,HOMELESS,3041,2145,889,7,208,.05
HYDERABAD,HYDERABAD,DISTRICT,OVERALL,TOTAL,2432540,1289277,1143092,171,448479,100
HYDERABAD,HYDERABAD,DISTRICT,RURAL,REGULAR,409225,216183,193035,7,75496,99.94
HYDERABAD,HYDERABAD,DISTRICT,RURAL,INSTITUTIONAL,33,33,,,2,0
HYDERABAD,HYDERABAD,DISTRICT,RURAL,HOMELESS,903,502,401,,43,.06
HYDERABAD,HYDERABAD,DISTRICT,RURAL,TOTAL,410161,216718,193436,7,75541,100
HYDERABAD,HYDERABAD,DISTRICT,URBAN,REGULAR,2018506,1069337,949012,157,372698,99.94
HYDERABAD,HYDERABAD,DISTRICT,URBAN,INSTITUTIONAL,1735,1579,156,,75,.02
HYDERABAD,HYDERABAD,DISTRICT,URBAN,HOMELESS,2138,1643,488,7,165,.04
HYDERABAD,HYDERABAD,DISTRICT,URBAN,TOTAL,2022379,1072559,949656,164,372938,100
HYDERABAD CITY,HYDERABAD,TALUKA,OVERALL,REGULAR,775993,408685,367253,55,138571,99.92
HYDERABAD CITY,HYDERABAD,TALUKA,OVERALL,INSTITUTIONAL,511,469,42,,26,.02
HYDERABAD CITY,HYDERABAD,TALUKA,OVERALL,HOMELESS,1628,1305,318,5,91,.07
HYDERABAD CITY,HYDERABAD,TALUKA,OVERALL,TOTAL,778132,410459,367613,60,138688,100
